World Rank,National Rank,Name,Image URLs,Affiliation,Country,H-Index,Citations,#DBLP
353,217,Hanspeter Pfister,https://s.research.com/images/96d1fa115ad0c75fedc674a7e35e53377f3e0d7b-65x65.jpeg,Harvard University,United States,84,25959,303
354,28,Zhengyou Zhang,https://s.research.com/images/c094923794d13e780fb8f1164dbf9b08fdd22719-65x65.jpeg,Tencent (China),China,84,41743,319
355,218,Aggelos K. Katsaggelos,https://s.research.com/images/5ec905d4b82ba2e39b1f219454a8d903849b841b-65x65.jpeg,Northwestern University,United States,84,29398,764
356,1,Ian H. Witten,https://s.research.com/images/5ec1bcde3350e1f1b795291b889898e00f097176-65x65.jpeg,University of Waikato,New Zealand,84,155117,361
357,7,Beng Chin Ooi,https://s.research.com/images/a565293d40a79937bcf696a2c764ad3d8ad02959-65x65.jpeg,National University of Singapore,Singapore,84,24229,334
358,219,Judea Pearl,https://s.research.com/images/5cac503a908840abcc33462db6d7fc80245cd3aa-65x65.jpeg,University of California,Los Angeles,83,71542,235
359,21,Lajos Hanzo,https://s.research.com/images/7840a9ca82adb8b9a181c81c6a9a6b04e8f7e508-65x65.jpeg,University of Southampton,United Kingdom,83,33037,1061
360,14,Michel Gendreau,https://s.research.com/images/f5f9794bc3bd6e9e3d1e41cf3504ae669d22c13c-65x65.jpeg,Polytechnique Montréal,Canada,83,35580,282
361,220,Michael Luby,https://s.research.com/images/957cc3130bfe013e811cd031196e4c0903b9d22c-65x65.gif,BitRipple,United States,83,38060,191
362,29,Min Chen,https://s.research.com/images/9f27dcd082520d1aff9cdef31592564d4a42beeb-65x65.jpeg,Huazhong University of Science and Technology,China,83,26540,446
363,3,Herbert Edelsbrunner,https://s.research.com/images/7a21218a070e61bacd8f400ca12dc9de3f0c2988-65x65.jpeg,Institute of Science and Technology Austria,Austria,83,36873,220
364,1,Lawrence Carin,https://s.research.com/images/256c2c73fcc666a0e08ad1d13fa5dc9ed9c64457-65x65.png,King Abdullah University of Science and Technology,Saudi Arabia,83,27046,555
365,221,Pedro Domingos,https://s.research.com/images/730c34e500ace16a3d4e48ae39e1742c24cef249-65x65.jpeg,University of Washington,United States,83,46358,172
366,30,Feiping Nie,https://s.research.com/images/de9fd442c334ec35d555434c072fe00ad0c362df-65x65.jpeg,Northwestern Polytechnical University,China,83,23278,423
367,1,Mohsen Guizani,https://s.research.com/images/46047439e4a8f530d8e2f8f42ac28fe1c396acaa-65x65.jpeg,Qatar University,Qatar,83,32686,818
368,15,Lothar Thiele,https://s.research.com/images/125318e814b68748e4bbd4f4d7dbd971a9b699e6-65x65.jpeg,ETH Zurich,Switzerland,83,62207,468
369,222,Carl Kesselman,https://s.research.com/images/6eee92024e0880e9df271d1d0d1cdce067a87c65-65x65.jpeg,University of Southern California,United States,83,77186,195
370,9,David Peleg,https://s.research.com/images/de3f9d038e1eff938ac4978f1f7812242c6776e6-65x65.jpeg,Weizmann Institute of Science,Israel,83,23142,300
371,223,Mahadev Satyanarayanan,https://s.research.com/images/252d1cc58d943abe7c630886d1d72a4e4a60cb52-65x65.jpeg,Carnegie Mellon University,United States,83,39686,228
372,4,Antonio Plaza,https://s.research.com/images/fde51319b4639adc35f73654d1260b5a5af94d9d-65x65.jpeg,University of Extremadura,Spain,83,29852,521
373,16,Christian Theobalt,https://s.research.com/images/7e1f36326be4737dc4ad0dc91716d8cc5732d9f2-65x65.jpeg,Max Planck Institute for Informatics,Germany,83,23100,314
374,224,Stefan Savage,https://s.research.com/images/16956bb58fa34cf4d4d1c1576bf326cc9e9ae06f-65x65.jpeg,University of California,San Diego,83,45271,156
375,226,Kristen Grauman,https://s.research.com/images/4845f2c79257e7afeb536c4aad3efa1109412620-65x65.jpeg,Facebook (United States),United States,83,28646,230
376,228,Phillip B. Gibbons,https://s.research.com/images/877c7e928075efb1bb8c75780b9177c35da92e71-65x65.jpeg,Carnegie Mellon University,United States,83,29950,207
377,22,Carole Goble,https://s.research.com/images/3ea4c1105841c77cdcf7ec2f227a9d522f63874f-65x65.jpeg,University of Manchester,United Kingdom,83,33851,414
378,31,Lionel M. Ni,https://s.research.com/images/704ef8cb91032d895a37e5184889246838e6ae9f-65x65.jpeg,Hong Kong University of Science and Technology,China,83,43246,383
379,225,Guohong Cao,https://s.research.com/images/0a33a8508ef534918205de8bec16b409ef5d1c21-65x65.jpeg,Pennsylvania State University,United States,83,29071,253
380,227,Ken Kennedy,https://research.com/images/placeholder-scholar.svg,Rice University,United States,83,22878,219
381,5,Olivier Faugeras,https://s.research.com/images/4e4712f21a0f89166c11723595247238c69c34e2-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,82,43045,221
382,229,Robert Nowak,https://s.research.com/images/76ee3029f9d8e69514a88ef66b88e174ae60d53d-65x65.jpeg,University of Wisconsin–Madison,United States,82,26970,277
383,230,Miron Livny,https://s.research.com/images/31d6b526eb45cbf85b3d98badd18bc05d2587704-65x65.png,University of Wisconsin–Madison,United States,82,40727,227
384,1,Joel J. P. C. Rodrigues,https://s.research.com/images/acfdb8488335280e37a81dcfe3ae80fb7a055a8a-65x65.jpeg,Federal University of Piauí,Brazil,82,22549,831
385,15,Laurence T. Yang,https://s.research.com/images/6836623d71e9fc4fc9b258244330ac09604488d6-65x65.jpeg,St. Francis Xavier University,Canada,82,21189,635
386,16,Aaron Courville,https://s.research.com/images/ba1916a4e87341724abd090ec97b66c8ea1acd3b-65x65.jpeg,University of Montreal,Canada,82,138510,179
387,232,Andrew T. Campbell,https://s.research.com/images/059533e75b540797adc05b618b5206c1e2c16cec-65x65.jpeg,Dartmouth College,United States,82,34258,259
388,231,Prabhakar Raghavan,https://s.research.com/images/c484aad486fe0080f14b85ac917043ffa1a248ea-65x65.png,Google (United States),United States,82,70157,199
389,4,Schahram Dustdar,https://s.research.com/images/3b6556ff69431a9dce9151174f1248af6f040f4a-65x65.jpeg,TU Wien,Austria,82,33088,630
390,32,Yu Zheng,https://s.research.com/images/df9bd6eecd8452c8b237ba753d5466932c6a59a6-65x65.jpeg,Jingdong (China),China,82,35846,176
391,233,Kevin W. Bowyer,https://s.research.com/images/360e753342c6ce7c62615883669621e5dec620fc-65x65.jpeg,University of Notre Dame,United States,82,59271,371
392,235,Amit Sahai,https://s.research.com/images/e5f8b6a116bb65a7b6fb6bd8ef69fb5816258365-65x65.jpeg,University of California,Los Angeles,82,48334,214
393,6,Albert Y. Zomaya,https://s.research.com/images/66cae5a15fc40e9d0f275249aaff7e7d0f0c7fb9-65x65.jpeg,University of Sydney,Australia,82,27070,727
394,234,Michael J. Carey,https://s.research.com/images/a6e7b0388338e7888cebff916df9138c7178d2f7-65x65.gif,University of California,Irvine,82,23583,224
395,236,Raghu Ramakrishnan,https://s.research.com/images/67932c146cc79358beef13352ae6e5765809f63c-65x65.png,Microsoft (United States),United States,82,48220,242
396,33,Jiaya Jia,https://s.research.com/images/7606deb2eb40d6bdc9f159520898be391ce78518-65x65.jpeg,Chinese University of Hong Kong,China,82,36222,220
397,238,Wenjing Lou,https://s.research.com/images/78b802167eb900025388c834c8b5742dcb9d4b7f-65x65.jpeg,Virginia Tech,United States,82,43545,263
398,237,Alexander G. Hauptmann,https://s.research.com/images/8ecc378f4459c90cb451cf08f75487ae8fca855b-65x65.jpeg,Carnegie Mellon University,United States,82,25246,452
399,17,Daniel A. Keim,https://s.research.com/images/acb5d42c9de2ed24665e04e752f6baa7ca91138d-65x65.jpeg,University of Konstanz,Germany,82,36042,383
400,2,Chin-Chen Chang,https://s.research.com/images/eb7185dbabfc715c35d51237c46aabe47482f7d8-65x65.jpeg,Feng Chia University,Taiwan,82,26268,1020
401,8,Chen Change Loy,https://s.research.com/images/bc6fbb03ab389a2ed36f7eab444b4f8ebca4f3b7-65x65.jpeg,Nanyang Technological University,Singapore,82,36611,161
402,239,Avi Wigderson,https://s.research.com/images/91b6765ff4ae1e93840b76cbebd2cfaa4bbc6b5a-65x65.jpeg,Institute for Advanced Study,United States,81,36396,229
403,240,Ming C. Lin,https://s.research.com/images/9d2eafb9c85f2c07242fab2738e7dd02b0c16202-65x65.jpeg,University of Maryland,College Park,81,25684,264
404,241,Zohar Manna,https://s.research.com/images/3de029346822cc888cf9836f292ee08d677c9cff-65x65.gif,Stanford University,United States,81,29659,195
405,3,Ingrid Verbauwhede,https://s.research.com/images/ecc87f94325a72d03810cdbf9351e3a5d9d0479d-65x65.jpeg,KU Leuven,Belgium,81,21108,400
406,17,Lionel C. Briand,https://s.research.com/images/e0033a394697464655d78f3da4cd15bb95ee28a2-65x65.jpeg,University of Ottawa,Canada,81,28070,319
407,242,Ricardo Baeza-Yates,https://s.research.com/images/a1216cffcb7ef1ba4563694d64ccc6caa5c81706-65x65.jpeg,Northeastern University,United States,81,46667,384
408,245,Jeffrey F. Naughton,https://s.research.com/images/98668ae68cf150dd95d5eb688734b93e7c0f4e18-65x65.png,Google (United States),United States,81,23865,201
409,243,Thad Starner,https://s.research.com/images/7ce4c036c125b160d9e4583b9ffb5a7d18c85333-65x65.jpeg,Georgia Institute of Technology,United States,81,30627,288
410,1,Marlon Dumas,https://s.research.com/images/fdb96e3d397ccb3a4bd89459f853c2d366b3caa8-65x65.jpeg,University of Tartu,Estonia,81,32216,323
411,244,Nancy Lynch,https://s.research.com/images/9bc925b3789d9fbbb859abbb1452134d32842465-65x65.jpeg,MIT,United States,81,39190,320
412,1,Jiri Matas,https://s.research.com/images/83ddd4bc4c476ce249ebccadd8c928b4b3d48982-65x65.jpeg,Czech Technical University in Prague,Czech Republic,81,56833,258
413,4,Maurizio Lenzerini,https://s.research.com/images/cd2dc1706e2f2f34b6fcf564ab824f0c4de4243a-65x65.jpeg,Sapienza University of Rome,Italy,81,28834,256
414,247,Zheng Chen,https://s.research.com/images/8ff9f5bfa990226a057cefec4ec87bbf5d44c30d-65x65.jpeg,Microsoft (United States),United States,81,22984,303
415,2,Sankar K. Pal,https://s.research.com/images/4e962c82d0a40b511b3e900d28333677ced0f447-65x65.jpeg,Indian Statistical Institute,India,81,33455,365
416,246,Sing Bing Kang,https://s.research.com/images/c0baad35f59865dc261510abf88b6f316f3acf26-65x65.jpeg,Zillow Group (United States),United States,81,23913,219
417,9,Hui Zhang,https://s.research.com/images/2171ebc1172a51a24104261cc5cbc818d77ccbe4-65x65.jpeg,National University of Singapore,Singapore,81,38026,160
418,248,Christos Davatzikos,https://s.research.com/images/5836fd511d0ce7c60e89c7353e568c9e123859d3-65x65.jpeg,University of Pennsylvania,United States,80,24685,333
419,6,Francis Bach,https://s.research.com/images/8b8f9a0436d3028ad254de58651f11dd182412cd-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,80,36980,218
420,34,Wei Liu,https://s.research.com/images/dd9692f210968d6e0ee999e521f8ed0ffd7f75b3-65x65.png,Tencent (China),China,80,26866,478
421,2,Grzegorz Rozenberg,https://s.research.com/images/150f2f171d1fe713f4dc227bd95c7486ac6b5de8-65x65.jpeg,Leiden University,Netherlands,80,29070,464
422,23,Henning Hermjakob,https://s.research.com/images/cf8fc8428651b22b5f5b16b1c1cca4db01d067f2-65x65.jpeg,European Bioinformatics Institute,United Kingdom,80,46470,259
423,24,Xin-She Yang,https://s.research.com/images/530c36e78036c2df9808ee98ce1aea419abaff16-65x65.jpeg,Middlesex University,United Kingdom,80,56965,270
424,249,John Platt,https://s.research.com/images/be86b2da11e424932555472a633e802895cd708b-65x65.jpeg,Google (United States),United States,80,58953,225
425,25,Yaochu Jin,https://s.research.com/images/7e092333569da97274547583a71a9508650b1e39-65x65.jpeg,University of Surrey,United Kingdom,80,25094,379
426,250,Alex Aiken,https://s.research.com/images/bb7b2e881a289a592e98439c4009db478da62307-65x65.jpeg,Stanford University,United States,80,23853,212
427,251,William Gropp,https://s.research.com/images/9645b9817cb5002fc594c93edb26be36819a425f-65x65.png,University of Illinois at Urbana-Champaign,United States,80,39348,338
428,252,K.J.R. Liu,https://s.research.com/images/59b04ad8b3e1100ac35161304ce1a1e93307d22b-65x65.jpeg,University of Maryland,College Park,80,23045,397
429,255,Pramod K. Varshney,https://s.research.com/images/9e699613a95001b8961e12fbfc3e63cb7af44643-65x65.jpeg,Syracuse University,United States,80,33806,615
430,5,Dieter Fensel,https://s.research.com/images/31419300d6024d1a5851679549acacad3c136e9a-65x65.jpeg,University of Innsbruck,Austria,80,38319,333
431,18,Carsten Rother,https://s.research.com/images/a58ba180b21874c88365400f60514f7c923cc2a2-65x65.jpeg,Heidelberg University,Germany,80,35913,231
432,2,Kim Guldstrand Larsen,https://s.research.com/images/69d9fd07b90d4549f5e322f128711455a2f004f0-65x65.jpeg,Aalborg University,Denmark,80,27466,391
433,35,Pheng-Ann Heng,https://s.research.com/images/4e10c0fab43a3f42535174852b4f9728b3ca2b62-65x65.png,Chinese University of Hong Kong,China,80,24006,483
434,254,Thomas Funkhouser,https://s.research.com/images/bc42058024ce178d74c25aacc031d6e5add8a22c-65x65.jpeg,Princeton University,United States,80,33421,159
435,253,Gregory D. Hager,https://s.research.com/images/3e460b9a90d52fb224ef6f384ec8b349e0750209-65x65.jpeg,Johns Hopkins University,United States,80,29570,429
436,256,Patrick McDaniel,https://s.research.com/images/0afefdff08d8922050fa64dc1fa9484e24f1447f-65x65.jpeg,Pennsylvania State University,United States,80,44059,220
437,260,Nasir Memon,https://s.research.com/images/8f39d22c3ba4bfe7e20dd2c5291c9eee3e6b2cbc-65x65.jpeg,New York University,United States,80,23928,311
438,259,Moti Yung,https://s.research.com/images/2fe45df97ff9982d68b1a9df7650751939b6f6a2-65x65.jpeg,Columbia University,United States,80,27465,340
439,5,Juan M. Corchado,https://s.research.com/images/baba3654ffc1fd17fa7f593698c0f0683f74686d-65x65.jpeg,University of Salamanca,Spain,80,17844,467
440,258,Douglas C. Schmidt,https://s.research.com/images/8741583e8f91c17359c4b41f35db7c4a6aaf40dc-65x65.jpeg,Vanderbilt University,United States,80,29557,441
441,257,David Forsyth,https://s.research.com/images/bb0ff8e1472d8d7a0b79445a2a3112854eea681c-65x65.png,University of Illinois at Urbana-Champaign,United States,80,36407,229
442,262,Gerard Medioni,https://s.research.com/images/7d436ec0373f0cdbdda679752bbd28b5fbd3ff97-65x65.png,Amazon (United States),United States,80,30052,370
443,263,Wen-mei W. Hwu,https://s.research.com/images/9e60f735a7b9fe20828eed95d47dbabec0e601ef-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,80,26581,392
444,266,Christos Kozyrakis,https://s.research.com/images/a5c4625588a21508f32063a90ac94d7801a8392d-65x65.jpeg,Stanford University,United States,80,25235,194
445,264,Narendra Ahuja,https://s.research.com/images/7cb4a4b6afe6cf71599a59b6f25ce052439b8b87-65x65.png,University of Illinois at Urbana-Champaign,United States,80,34898,405
446,19,Ahmad-Reza Sadeghi,https://s.research.com/images/50fa3b997c30d70b9add5733c265638cd145c042-65x65.png,TU Darmstadt,Germany,80,25407,396
447,265,Johannes Gehrke,https://s.research.com/images/33ec0a00de2b38ae9c1a67fa0f4062a896d70d9e-65x65.jpeg,Microsoft (United States),United States,80,56343,237
448,36,Xilin Chen,https://s.research.com/images/740d8810a307537c69a6b957788238c1a054162c-65x65.jpeg,Institute Of Computing Technology,China,80,27101,434
449,261,Hanan Samet,https://s.research.com/images/b0d068a8adf162ccb8f74d1cbcbeefa59b07a56d-65x65.gif,University of Maryland,College Park,80,29575,314
450,18,Jimmy Lin,https://s.research.com/images/db9b91d8fbe9f2928ff01f25d797c1c65f56a878-65x65.jpeg,University of Waterloo,Canada,80,21732,418
451,26,Andrea Vedaldi,https://s.research.com/images/cbfc4322bef47a20641d9028bc05055565a2af46-65x65.jpeg,University of Oxford,United Kingdom,80,62182,193
452,3,Krithi Ramamritham,https://s.research.com/images/9b7f0e6c52b99166e8db9153e85e6079b195f7b4-65x65.png,Indian Institute of Technology Bombay,India,80,21842,335
453,267,Martin J. Wainwright,https://s.research.com/images/097903bf9951014c4e54d722d5e75d3e3fd5e95f-65x65.jpeg,University of California,Berkeley,79,35194,206
454,27,Peter Willett,https://s.research.com/images/463dbc848ec588edf493b1809b850e6f763d1cd6-65x65.jpeg,University of Sheffield,United Kingdom,79,24068,370
455,268,Katia Sycara,https://s.research.com/images/9e950b798abd1d5df76c7a3f77251a5e08f423fc-65x65.gif,Carnegie Mellon University,United States,79,35356,496
456,271,Michael A. Paolini,https://s.research.com/images/27ab6095fda830f73366416d53226c9bb707c48d-65x65.jpeg,IBM (United States),United States,79,16908,198
457,269,Ge Wang,https://s.research.com/images/1e940bfa0ea87ca4c0ca0862ad079292c0587ba1-65x65.jpeg,Rensselaer Polytechnic Institute,United States,79,33869,556
458,270,Yuan Xie,https://s.research.com/images/db728cb031c7b8c3af5cb5e0f8a5630560f8f514-65x65.jpeg,University of California,Santa Barbara,79,21903,455
459,272,Victor R. Basili,https://s.research.com/images/e01f8eea73f2d8e37129041b87b8cb474df0ca8d-65x65.jpeg,University of Maryland,College Park,79,36478,301
460,273,Cary Lee Bates,https://research.com/images/placeholder-scholar.svg,IBM (United States),United States,79,17427,333
461,274,Tom M. Mitchell,https://s.research.com/images/d1b6e1edeef6e8fb672808a0c514c9edd493c979-65x65.png,Carnegie Mellon University,United States,79,53253,234
462,275,Dennis Shasha,https://s.research.com/images/68fe13f96329c2e5c24967dcd13bfe4f46c5bb08-65x65.jpeg,New York University,United States,79,24462,267
463,278,Vladlen Koltun,https://s.research.com/images/85f101524028a3cc914506f678fba0edfe5484ab-65x65.jpeg,Intel (United States),United States,79,35270,154
464,277,Manuela Veloso,https://s.research.com/images/ade4bf500aa3f32c58b73b669392cfd93b5958a9-65x65.jpeg,Carnegie Mellon University,United States,79,32276,531
465,279,George G. Robertson,https://research.com/images/placeholder-scholar.svg,Microsoft (United States),United States,79,26078,178
466,276,Rafail Ostrovsky,https://s.research.com/images/ae9bc8bfee9283eb5c288ba3a149f5c6c64680f7-65x65.jpeg,University of California,Los Angeles,79,32762,304
467,280,Jim Kurose,https://s.research.com/images/0053295ef5955740b7e0cd8b4c734c90f156e7f1-65x65.png,University of Massachusetts Amherst,United States,79,27969,253
468,283,David Wetherall,https://s.research.com/images/8cd6eb6ad7066e107972fe44c6b2cea16ec59b8f-65x65.jpeg,University of Washington,United States,79,35798,142
469,281,Mung Chiang,https://s.research.com/images/08f09ee2ab7fb161d618993e59ae506f0ad66a83-65x65.jpeg,Purdue University West Lafayette,United States,79,26096,316
470,282,Jeffrey Dean,https://s.research.com/images/ca977182da8fcce7af470069f0135123eb3fb230-65x65.jpeg,Google (United States),United States,79,188320,163
471,28,Mirella Lapata,https://s.research.com/images/756d5ce271d2ab8a962012b623d60ea633b25b21-65x65.jpeg,University of Edinburgh,United Kingdom,79,22111,217
472,286,Angelos D. Keromytis,https://s.research.com/images/ba60eb61b2bd175b1befe1993788650048549f39-65x65.jpeg,Georgia Institute of Technology,United States,79,24227,322
473,19,Ravin Balakrishnan,https://s.research.com/images/dc1358c268eb64db86c1a6757707ef5022dbe349-65x65.png,University of Toronto,Canada,79,18932,161
474,285,James M. Rehg,https://s.research.com/images/431774a9aadec883603863d0109ff9c95ed88c97-65x65.jpeg,Georgia Institute of Technology,United States,79,24725,241
475,284,Jake K. Aggarwal,https://s.research.com/images/8e25d12aea31c109302af03ba3277049a21da4bc-65x65.jpeg,The University of Texas at Austin,United States,79,29267,305
476,287,Yi Ma,https://s.research.com/images/d05cc51ea796841582bf7b53df60412c4b2337b2-65x65.jpeg,University of California,Berkeley,79,61368,207
477,288,Brent Waters,https://s.research.com/images/78dc6bf3ea9de4cbef19e96bc52d5ef75c99de3b-65x65.jpeg,The University of Texas at Austin,United States,79,56870,142
478,289,Divyakant Agrawal,https://s.research.com/images/586a37456964a3e3b046ebe826035df56b199acc-65x65.jpeg,University of California,Santa Barbara,79,22656,383
479,20,Ivan Stojmenovic,https://s.research.com/images/fec370741f6546555bcf51dac89e040be0ccfd0f-65x65.jpeg,University of Ottawa,Canada,79,29501,335
480,37,Shiguang Shan,https://s.research.com/images/9f32ef836eb213bf1a0b6a78a1688ba266eb4508-65x65.jpeg,Chinese Academy of Sciences,China,79,26221,377
481,290,Monica S. Lam,https://s.research.com/images/17c33bce489033c185ac43147b3c2c66be282353-65x65.png,Stanford University,United States,79,30715,176
482,7,Mark Billinghurst,https://s.research.com/images/1389cef63890caab17c571827512eb1d55a7cb21-65x65.jpeg,University of South Australia,Australia,79,30037,504
483,291,Barbara Liskov,https://s.research.com/images/f4be92a7748e57acef1f6266cefcbc59d3745bd9-65x65.jpeg,MIT,United States,79,31595,166
484,292,Nirwan Ansari,https://s.research.com/images/ea4c961cc6c497d694eb2908de90939955f5fe02-65x65.jpeg,New Jersey Institute of Technology,United States,79,23384,558
485,293,Andreas Stolcke,https://s.research.com/images/e7760e2fc44816ade2dd829fd913b4154e1a4b2a-65x65.jpeg,Amazon (United States),United States,79,27313,242
486,29,Antonio Criminisi,https://s.research.com/images/32c546c08e85789d59b5280b01738392b5c647fe-65x65.jpeg,Amazon (United Kingdom),United Kingdom,79,33722,203
487,1,Ling Shao,https://s.research.com/images/7defc1f9061ecb298adefa46767c79d3fa54b775-65x65.jpeg,Inception Institute of Artificial Intelligence,United Arab Emirates,79,26332,613
488,294,Song-Chun Zhu,https://s.research.com/images/4cad582b16f8d73de2d1810e97fbd4356451a983-65x65.jpeg,University of California,Los Angeles,79,28623,365
489,30,Sebastien Ourselin,https://s.research.com/images/2afba501bef6456626ff2febe3cbcc7a4b13998b-65x65.png,King's College London,United Kingdom,78,24672,588
490,5,Enrico Zio,https://s.research.com/images/6ddf887c5feb0fe4acb64b10facb6f7d9bf9b0b8-65x65.jpeg,Politecnico di Milano,Italy,78,21250,639
491,38,Tong Zhang,https://s.research.com/images/7788f810ff248865329f098c8c4bd44dc3fbe4e5-65x65.jpeg,Hong Kong University of Science and Technology,China,78,28541,225
492,295,George J. Pappas,https://s.research.com/images/33401780dc900e851a61f927b55b926301bbe003-65x65.jpeg,University of Pennsylvania,United States,78,21883,357
493,296,Thomas L. Griffiths,https://s.research.com/images/1cf3f17c850992571511b0eea9587d023a4788af-65x65.jpeg,Princeton University,United States,78,37450,268
494,2,Tony F. Chan,https://s.research.com/images/7a43aad9e067275ec2c8c26fcde58b91c35584f3-65x65.png,King Abdullah University of Science and Technology,Saudi Arabia,78,47439,257
495,298,Inderjit S. Dhillon,https://s.research.com/images/e855913768684274c65a6f942ebb2f32a39ab634-65x65.png,Amazon (United States),United States,78,34644,217
496,297,Jose C. Principe,https://s.research.com/images/9559c34f389443301152b45e08424522e47f6e40-65x65.jpeg,University of Florida,United States,78,31618,777
497,39,Qian Zhang,https://s.research.com/images/b3a4fa6bbde8a75adcbd4e43f9361dc361c7be07-65x65.jpeg,Hong Kong University of Science and Technology,China,78,23415,532
498,299,Dorin Comaniciu,https://s.research.com/images/24fa58f4ea526f66e7fb9ad697dbf10298454f72-65x65.jpeg,Siemens (United States),United States,78,49353,442
499,40,Rong Jin,https://s.research.com/images/f5ceda3e56542c3a1d2b8e373166c02c8845e3e8-65x65.jpeg,Alibaba Group (China),China,78,19396,302
500,301,Kai Li,https://s.research.com/images/1a3f0c4d7c93bf96e3312a34d897b151f7b04925-65x65.gif,Princeton University,United States,78,66692,175
501,300,Ravi Kumar,https://s.research.com/images/e91c58beeda31c01ab1666fea7f8cc47d48da307-65x65.jpeg,Google (United States),United States,78,44424,230
502,302,Piotr Indyk,https://s.research.com/images/a89f58e410edfb2158bd18594e79d0baec223e0d-65x65.jpeg,MIT,United States,78,39977,202
503,305,Prashant Shenoy,https://s.research.com/images/b0607f8bc5ec41e365aa43e076c427937c367e64-65x65.jpeg,University of Massachusetts Amherst,United States,78,21604,269
504,303,Fernando Pereira,https://s.research.com/images/7d00de9b6d1efe4d9013315264ba98f037de64bb-65x65.jpeg,Google (United States),United States,78,53111,140
505,304,Thomas Reps,https://s.research.com/images/1ea22e62d7e1a3e2612726f5c165007e73298c15-65x65.jpeg,University of Wisconsin–Madison,United States,78,29246,247
506,308,Kevin Knight,https://s.research.com/images/215a65005c26982a9575fdc9badfc228a5687357-65x65.png,University of Southern California,United States,78,23550,219
507,307,Ran Canetti,https://s.research.com/images/c9c7c86eaa0fd7f6f439a9d6db609539335aeedd-65x65.jpeg,Boston University,United States,78,42145,202
508,310,Alon Halevy,https://s.research.com/images/7d14606854c8534347239dbbf07d8d23907ffab8-65x65.jpeg,Facebook (United States),United States,78,35250,182
509,306,Jonathan J. Hull,https://s.research.com/images/2f79ee5bc28f1f72b61be090e18343124f2f6202-65x65.jpeg,Independent Scientist / Consultant,US,78,19356,223
510,309,Luke Zettlemoyer,https://s.research.com/images/d7fdf3683b6aa6c6746d0fcc7d65b1b7603d41ea-65x65.jpeg,University of Washington,United States,78,44017,187
511,311,Nuno Vasconcelos,https://s.research.com/images/60d1d8d3eba15c8c5ed6f4aa3993efb07dd65016-65x65.jpeg,University of California,San Diego,78,23952,221
512,31,Tao Xiang,https://s.research.com/images/3e5db4452743010fdea6d08c2b12f482932fe187-65x65.jpeg,University of Surrey,United Kingdom,78,24385,240
513,3,Wiro J. Niessen,https://s.research.com/images/ad653b052116d96f7c0000112c579c78018c6178-65x65.jpeg,Erasmus University Rotterdam,Netherlands,77,23356,374
514,312,Milind Tambe,https://s.research.com/images/b111906d8cfee477044f494bfddd8eda5b9a9f09-65x65.jpeg,Harvard University,United States,77,23199,431
515,313,Michael Mitzenmacher,https://s.research.com/images/5484f2324f76e5ac9a1779af1ba154928ec1f78a-65x65.png,Harvard University,United States,77,31827,260
516,2,Hiroshi Ishiguro,https://s.research.com/images/fa6b716f988d3dfcbff00d0cc7cc2333f709b6b1-65x65.jpeg,Osaka University,Japan,77,21042,566
517,314,Dina Katabi,https://s.research.com/images/304e4676d09373fbbc43911415b24e9c683ab8d1-65x65.png,MIT,United States,77,32425,165
518,20,Frank Leymann,https://s.research.com/images/424bb1d11295174b3f73b8efa119ad41f34004a2-65x65.jpeg,University of Stuttgart,Germany,77,27339,499
519,315,José Meseguer,https://s.research.com/images/357b03c86b409e20185f9abf42b4dd98bd0cb3cb-65x65.png,University of Illinois at Urbana-Champaign,United States,77,28659,359
520,16,Davide Scaramuzza,https://s.research.com/images/5a54a544ab234fa6cc60e243324fb7d65ff6edb9-65x65.jpeg,University of Zurich,Switzerland,77,30375,222
521,41,Jeffrey Xu Yu,https://s.research.com/images/f7eb09be1dda4128b914aaa1f04b25b7125b384e-65x65.jpeg,Chinese University of Hong Kong,China,77,19631,399
522,32,Yudong Zhang,https://s.research.com/images/9b792ce2a9e9cb70fdbed6ddb296eb09e15d275f-65x65.jpeg,University of Leicester,United Kingdom,77,16874,352
523,318,Arie E. Kaufman,https://s.research.com/images/0879561ba7b9af5a986f56dd470151ab2e6bc23c-65x65.jpeg,Stony Brook University,United States,77,19446,335
524,317,Stefano Soatto,https://s.research.com/images/04aa8b964d7b3ed2dc84ce2bb50467baec69db15-65x65.jpeg,University of California,Los Angeles,77,24165,337
525,316,James A. Landay,https://s.research.com/images/49e03e638c2493c0bcaae9e9c0362279d1b17256-65x65.jpeg,Stanford University,United States,77,25440,206
526,42,Shipeng Li,https://s.research.com/images/a8e7f90c989a20fcaf7a394d29ba330a19fa46de-65x65.jpeg,Chinese University of Hong Kong,Shenzhen,77,19176,385
527,319,Bhaskar Krishnamachari,https://s.research.com/images/093a6427948a3600c382c69b02dd7d347ab6eb9d-65x65.jpeg,University of Southern California,United States,77,27311,320
528,7,Jocelyn Chanussot,https://s.research.com/images/9cc65a3fa12022b41958f5b8d282fb1dc4ffdc08-65x65.jpeg,Grenoble Alpes University,France,77,28383,463
529,322,Stan Sclaroff,https://s.research.com/images/fbf78a23aaf85a3ebafa78581c047815e06c2341-65x65.jpeg,Boston University,United States,77,25765,240
